0 0 1 |[1, 0, 0]| | Deadwing LE.SC2Replay|
1 0 1 |[1, 0, 0]| | Deadwing LE.SC2Replay|
2 0 1 |[1, 0, 0]| | Deadwing LE.SC2Replay|
3 0 1 |[1, 0, 0]| | Deadwing LE.SC2Replay|
4 0 1 |[1, 0, 0]| | Deadwing LE.SC2Replay|
5 0 1 |[1, 0, 0]| | Deadwing LE.SC2Replay|
6 0 1 |[1, 0, 0]| | Deadwing LE.SC2Replay|
7 0 1 |[1, 0, 0]| | Deadwing LE.SC2Replay|
8 0 1 |[1, 0, 0]| | Deadwing LE.SC2Replay|
9 0 1 |[1, 0, 0]| | Deadwing LE.SC2Replay|
10 0 1 |[1, 0, 0]| | Deadwing LE.SC2Replay|
11 0 1 |[1, 0, 0]| | Deadwing LE.SC2Replay|
12 0 1 |[1, 0, 0]| | Deadwing LE.SC2Replay|
13 0 1 |[1, 0, 0]| | Deadwing LE.SC2Replay|
14 0 1 |[1, 0, 0]| | Deadwing LE.SC2Replay|
15 0 1 |[1, 0, 0]| | Deadwing LE.SC2Replay|
16 0 2 |[2, 0, 0]| | Deadwing LE.SC2Replay|
17 0 2 |[2, 0, 0]| | Deadwing LE.SC2Replay|
18 0 2 |[2, 0, 0]| | Deadwing LE.SC2Replay|
19 0 2 |[2, 0, 0]| | Deadwing LE.SC2Replay|
20 0 2 |[2, 0, 0]| | Deadwing LE.SC2Replay|
21 0 2 |[2, 0, 0]| | Deadwing LE.SC2Replay|
22 0 2 |[2, 0, 0]| | Deadwing LE.SC2Replay|
23 0 2 |[2, 0, 0]| | Deadwing LE.SC2Replay|
24 0 2 |[2, 0, 0]| | Deadwing LE.SC2Replay|
25 0 2 |[2, 0, 0]| | Deadwing LE.SC2Replay|
26 0 2 |[2, 0, 0]| | Deadwing LE.SC2Replay|
27 0 2 |[2, 0, 0]| | Deadwing LE.SC2Replay|
28 0 3 |[3, 0, 0]| | Deadwing LE.SC2Replay|
29 0 3 |[3, 0, 0]| | Deadwing LE.SC2Replay|
30 0 3 |[3, 0, 0]| | Deadwing LE.SC2Replay|
31 0 3 |[3, 0, 0]| | Deadwing LE.SC2Replay|
32 0 3 |[3, 0, 0]| | Deadwing LE.SC2Replay|
33 0 3 |[3, 0, 0]| | Deadwing LE.SC2Replay|
34 0 3 |[3, 0, 0]| | Deadwing LE.SC2Replay|
35 0 3 |[3, 0, 0]| | Deadwing LE.SC2Replay|
36 0 3 |[3, 0, 0]| | Deadwing LE.SC2Replay|
37 0 3 |[3, 0, 0]| | Deadwing LE.SC2Replay|
38 0 3 |[3, 0, 0]| | Deadwing LE.SC2Replay|
39 0 3 |[3, 0, 0]| | Deadwing LE.SC2Replay|
40 0 3 |[3, 0, 0]| | Deadwing LE.SC2Replay|
41 0 4 |[4, 0, 0]| | Deadwing LE.SC2Replay|
42 0 4 |[4, 0, 0]| | Deadwing LE.SC2Replay|
43 0 4 |[4, 0, 0]| | Deadwing LE.SC2Replay|
44 0 4 |[4, 0, 0]| | Deadwing LE.SC2Replay|
45 0 4 |[4, 0, 0]| | Deadwing LE.SC2Replay|
46 0 4 |[4, 0, 0]| | Deadwing LE.SC2Replay|
47 0 4 |[4, 0, 0]| | Deadwing LE.SC2Replay|
48 0 4 |[4, 0, 0]| | Deadwing LE.SC2Replay|
49 0 4 |[4, 0, 0]| | Deadwing LE.SC2Replay|
