0 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
1 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
2 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
3 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
4 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
5 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
6 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
7 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
8 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
9 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
10 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
11 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
12 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
13 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
14 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
15 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
16 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
17 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
18 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
19 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
20 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
21 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
22 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
23 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
24 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
25 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
26 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
27 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
28 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
29 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
30 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
31 0 0 |[0, 0, 0]| | King Sejong Station LE.SC2Replay|
